cust_id,contact_type,duration,contact_num,p_days,p_outcome,y,date
28924,telephone,119,1,999,nonexistent,no,21/05/2008
27217,telephone,167,3,999,nonexistent,no,10/05/2008
32011,cellular,499,1,999,nonexistent,no,30/08/2008
73972,telephone,180,1,999,nonexistent,no,12/06/2010
70163,cellular,40,5,999,nonexistent,no,05/07/2008
46146,telephone,221,2,999,nonexistent,no,17/05/2008
48938,cellular,169,1,999,nonexistent,yes,19/09/2009
70253,telephone,390,3,999,nonexistent,no,22/05/2008
91875,cellular,786,1,999,nonexistent,no,24/11/2009
70251,telephone,145,1,999,nonexistent,no,19/05/2008
45505,telephone,367,2,999,nonexistent,no,01/06/2008
27513,telephone,51,1,999,nonexistent,no,22/07/2008
46035,cellular,388,2,999,nonexistent,no,19/07/2008
15103,cellular,241,2,999,nonexistent,no,24/07/2008
41021,cellular,56,1,999,nonexistent,no,20/11/2008
59162,cellular,113,1,999,nonexistent,no,03/05/2009
30848,cellular,186,2,999,nonexistent,no,29/08/2008
19304,telephone,171,2,999,failure,no,14/07/2010
99763,cellular,64,2,999,nonexistent,no,06/07/2008
97932,telephone,72,3,999,nonexistent,no,06/06/2008
76531,cellular,431,1,999,failure,no,03/03/2010
38053,cellular,216,1,3,success,yes,09/05/2010
4186,cellular,109,5,999,nonexistent,no,04/07/2008
67575,cellular,850,1,999,nonexistent,yes,08/05/2009
98857,cellular,852,9,999,nonexistent,yes,12/07/2008
47400,cellular,206,6,999,nonexistent,no,09/07/2008
90415,cellular,72,1,999,nonexistent,no,10/08/2008
22988,cellular,167,1,999,nonexistent,no,25/11/2008
95965,cellular,97,1,999,failure,no,05/05/2009
97395,cellular,130,3,999,nonexistent,no,17/08/2008
87809,telephone,78,6,999,nonexistent,no,21/06/2008
58503,telephone,30,1,999,nonexistent,no,10/11/2008
29923,cellular,46,1,999,nonexistent,no,05/07/2008
49327,cellular,715,2,999,nonexistent,no,22/11/2008
542,cellular,84,1,6,success,yes,11/10/2009
48722,cellular,118,4,999,nonexistent,no,26/11/2008
8333,cellular,162,1,999,failure,no,02/05/2009
61147,cellular,66,4,999,failure,no,10/05/2009
23883,telephone,193,6,999,nonexistent,no,02/05/2008
61050,cellular,62,4,999,nonexistent,no,18/08/2008
63735,telephone,370,1,999,nonexistent,no,29/05/2008
32470,cellular,285,1,999,nonexistent,yes,05/04/2009
15399,cellular,394,3,14,success,yes,14/10/2010
89992,cellular,85,1,999,nonexistent,no,28/07/2008
60821,telephone,125,3,999,nonexistent,no,12/05/2008
22676,cellular,148,1,999,nonexistent,no,08/08/2008
12329,telephone,119,1,999,nonexistent,no,25/06/2008
39154,cellular,73,1,999,nonexistent,no,12/08/2008
56413,telephone,56,1,999,nonexistent,no,29/11/2008
96962,cellular,221,1,999,nonexistent,no,23/06/2009
3726,cellular,201,1,3,success,yes,22/03/2010
5939,cellular,123,1,999,nonexistent,no,30/10/2009
37691,telephone,166,1,999,nonexistent,no,24/05/2008
85157,cellular,92,4,999,failure,no,12/05/2009
89066,cellular,66,1,999,failure,no,24/05/2009
76235,cellular,684,1,999,nonexistent,no,19/07/2008
89474,telephone,145,3,999,nonexistent,no,30/05/2008
904,cellular,38,2,999,nonexistent,no,14/11/2008
73899,telephone,62,1,999,nonexistent,no,11/05/2008
16338,telephone,115,4,999,nonexistent,no,14/07/2008
41130,cellular,94,1,999,nonexistent,no,15/07/2008
72439,telephone,70,3,999,nonexistent,no,16/05/2008
16452,cellular,239,1,999,nonexistent,no,26/08/2008
22887,telephone,422,2,999,nonexistent,no,13/05/2008
59913,cellular,35,3,999,nonexistent,no,04/07/2008
40139,telephone,85,1,999,nonexistent,no,15/05/2008
91685,cellular,545,2,999,nonexistent,no,12/07/2008
91495,cellular,117,1,999,nonexistent,yes,28/04/2009
77803,telephone,126,4,999,nonexistent,no,29/05/2008
46856,cellular,247,2,999,nonexistent,no,27/11/2008
59557,telephone,156,1,999,nonexistent,no,26/05/2008
51107,telephone,60,20,999,nonexistent,no,21/06/2008
18675,cellular,1615,3,999,nonexistent,yes,15/07/2008
52517,telephone,60,1,999,nonexistent,no,11/06/2008
81838,cellular,729,4,999,nonexistent,no,30/08/2008
87896,telephone,343,2,999,nonexistent,no,04/07/2008
66458,telephone,175,5,999,nonexistent,no,16/05/2008
28112,cellular,128,1,999,nonexistent,no,25/11/2008
65931,cellular,195,6,999,nonexistent,no,27/07/2008
14174,cellular,164,1,999,failure,no,02/05/2009
75812,telephone,168,1,999,nonexistent,no,11/05/2008
25743,cellular,476,2,999,nonexistent,no,06/05/2009
54802,telephone,22,1,999,nonexistent,no,17/05/2008
1464,cellular,448,5,999,nonexistent,no,15/07/2008
92725,telephone,192,1,999,nonexistent,no,11/05/2008
71272,cellular,262,3,999,nonexistent,no,08/05/2009
76212,telephone,91,1,999,nonexistent,no,19/05/2008
42827,cellular,36,2,999,nonexistent,no,02/07/2008
19603,telephone,267,1,999,failure,no,30/05/2009
88519,cellular,435,1,999,nonexistent,yes,07/04/2009
54513,cellular,94,3,999,nonexistent,no,17/07/2008
73198,cellular,765,3,999,nonexistent,no,12/04/2009
11158,cellular,75,1,999,nonexistent,no,16/07/2008
91266,telephone,690,2,999,nonexistent,no,26/06/2008
23115,telephone,311,5,999,nonexistent,no,12/06/2008
41249,telephone,231,2,999,nonexistent,no,20/05/2008
55482,telephone,56,1,999,nonexistent,no,16/04/2009
49848,telephone,114,2,999,nonexistent,no,08/05/2008
22192,cellular,174,6,999,nonexistent,no,05/07/2008
79390,telephone,232,1,999,nonexistent,no,01/06/2008
29257,telephone,194,2,999,nonexistent,no,14/05/2008
95237,cellular,183,1,999,nonexistent,no,05/08/2008
72306,cellular,202,2,999,nonexistent,no,02/08/2008
33892,telephone,194,2,999,nonexistent,no,02/05/2008
89262,cellular,151,1,999,nonexistent,no,17/05/2009
13041,telephone,91,2,999,nonexistent,no,15/06/2008
49201,telephone,671,3,999,nonexistent,no,11/05/2008
76808,cellular,239,2,999,nonexistent,no,10/08/2008
59117,cellular,134,3,999,nonexistent,no,07/08/2008
77092,telephone,189,1,999,nonexistent,no,19/05/2008
91033,telephone,123,3,999,nonexistent,no,30/06/2008
1735,telephone,55,2,999,nonexistent,no,16/05/2008
91442,telephone,733,1,999,nonexistent,no,25/07/2008
57006,cellular,322,2,999,nonexistent,no,22/04/2009
70556,telephone,48,2,999,nonexistent,no,03/06/2008
21235,cellular,218,1,999,nonexistent,yes,03/07/2009
72487,telephone,67,1,999,nonexistent,no,16/06/2008
22056,cellular,123,1,999,nonexistent,no,11/05/2009
31300,telephone,269,2,999,nonexistent,no,01/07/2008
89901,cellular,528,1,999,nonexistent,yes,20/08/2008
86320,cellular,1094,3,999,nonexistent,no,28/05/2009
97384,telephone,1045,3,999,nonexistent,yes,05/06/2008
22682,cellular,61,2,999,failure,no,17/05/2009
49926,cellular,140,3,999,nonexistent,no,25/08/2010
82355,cellular,137,1,999,failure,no,01/05/2009
96807,cellular,156,2,999,nonexistent,no,22/05/2009
80394,cellular,69,11,999,nonexistent,no,26/08/2008
19876,cellular,85,1,999,nonexistent,no,23/11/2008
57878,cellular,638,2,999,nonexistent,yes,08/05/2009
75162,cellular,297,1,999,nonexistent,no,12/04/2009
23251,telephone,28,18,999,nonexistent,no,24/05/2008
70043,telephone,140,6,999,nonexistent,no,16/06/2008
33135,telephone,209,2,999,nonexistent,no,26/07/2008
78834,cellular,444,4,999,nonexistent,no,05/07/2008
3491,cellular,104,2,999,nonexistent,no,08/08/2008
671,telephone,268,3,999,nonexistent,no,26/08/2009
83385,cellular,1281,1,999,nonexistent,no,17/05/2009
95788,telephone,134,1,999,nonexistent,no,14/05/2008
5759,telephone,83,3,999,nonexistent,no,26/05/2008
35717,cellular,706,1,999,failure,no,30/11/2008
42330,cellular,617,2,999,nonexistent,yes,21/06/2009
42786,cellular,187,3,999,nonexistent,no,27/07/2008
55209,cellular,49,1,999,nonexistent,no,30/11/2008
82267,cellular,768,1,999,nonexistent,yes,12/08/2008
22234,cellular,114,1,999,nonexistent,no,21/08/2008
63440,,212,1,999,nonexistent,no,10/05/2009
39495,,50,1,999,failure,no,12/05/2009
82948,,709,2,999,nonexistent,yes,03/07/2008
23401,,207,3,999,nonexistent,no,21/11/2008
20575,,195,1,999,nonexistent,no,11/07/2008
19585,,94,7,999,nonexistent,no,29/05/2009
48545,,133,6,999,nonexistent,no,23/08/2008
96671,,9,31,999,nonexistent,no,05/07/2008
46409,,154,1,999,nonexistent,no,07/07/2008
59589,,1288,3,999,nonexistent,yes,10/04/2009
24380,,364,1,999,nonexistent,no,02/11/2008
80587,,94,7,999,nonexistent,no,13/04/2009
92524,,18,8,999,nonexistent,no,04/07/2008
74969,,157,5,999,nonexistent,no,23/11/2008
94239,,107,4,999,nonexistent,no,12/06/2008
89994,telephone,353,2,999,nonexistent,yes,20/07/2009
80100,cellular,376,2,999,nonexistent,no,28/08/2008
9744,cellular,213,3,999,nonexistent,no,19/04/2009
97449,telephone,1106,3,999,nonexistent,no,08/05/2008
45901,cellular,74,2,999,nonexistent,no,20/08/2008
5883,cellular,442,1,999,nonexistent,no,08/07/2008
3549,cellular,110,1,999,failure,no,08/09/2010
64955,cellular,461,2,999,nonexistent,no,19/07/2008
43503,telephone,23,4,999,nonexistent,no,07/05/2008
83173,cellular,127,5,999,nonexistent,no,18/08/2008
98004,telephone,254,1,999,nonexistent,no,20/05/2008
42148,cellular,37,2,999,nonexistent,no,06/08/2008
38124,cellular,667,1,999,nonexistent,yes,16/05/2009
24895,cellular,265,1,999,nonexistent,no,06/11/2008
91178,cellular,716,3,999,nonexistent,yes,19/07/2008
94448,telephone,34,2,999,nonexistent,no,28/05/2008
6627,telephone,535,2,999,nonexistent,no,25/06/2008
38275,telephone,512,1,999,nonexistent,yes,14/06/2008
52363,cellular,94,1,999,nonexistent,no,21/11/2008
21862,cellular,121,2,999,nonexistent,no,28/08/2008
63426,telephone,1307,1,999,nonexistent,no,15/05/2008
11775,cellular,80,4,999,nonexistent,yes,24/03/2009
15410,cellular,204,2,999,failure,no,20/08/2009
8875,cellular,124,1,999,nonexistent,no,20/11/2008
853,cellular,240,5,999,nonexistent,no,28/07/2008
5311,cellular,334,5,999,nonexistent,no,19/07/2008
84525,telephone,428,2,999,nonexistent,no,17/07/2008
65837,cellular,276,3,999,nonexistent,no,25/07/2008
79377,cellular,102,1,999,nonexistent,no,17/07/2008
31175,telephone,246,2,999,nonexistent,no,13/05/2009
56832,cellular,327,1,999,nonexistent,no,03/07/2008
56846,cellular,54,2,999,nonexistent,no,12/11/2008
96575,cellular,58,1,999,nonexistent,no,17/11/2008
31867,telephone,25,2,999,nonexistent,no,08/06/2008
45166,cellular,176,1,3,success,no,08/06/2009
39944,cellular,386,1,999,nonexistent,no,20/04/2009
48990,telephone,68,2,999,nonexistent,no,22/06/2008
8103,cellular,57,2,999,nonexistent,no,19/08/2008
72012,cellular,86,1,999,nonexistent,no,19/07/2008
32772,cellular,73,3,999,failure,no,05/08/2009
21037,telephone,61,1,999,nonexistent,no,21/06/2008
4921,telephone,101,23,999,nonexistent,no,20/05/2008
80775,telephone,274,8,999,nonexistent,no,30/05/2008
1156,cellular,90,2,999,nonexistent,no,10/08/2008
27669,cellular,282,1,999,nonexistent,no,24/07/2008
14666,cellular,22,3,999,nonexistent,no,27/05/2009
85663,telephone,124,1,999,nonexistent,no,19/06/2008
27177,telephone,442,8,999,nonexistent,yes,14/06/2008
40081,cellular,87,1,999,nonexistent,no,09/07/2008
70536,cellular,163,2,999,nonexistent,no,11/07/2008
4891,telephone,332,2,999,nonexistent,no,09/05/2008
1813,telephone,187,2,999,nonexistent,no,25/06/2008
41991,telephone,193,6,999,nonexistent,no,12/05/2008
58624,cellular,199,1,999,nonexistent,no,07/10/2009
79678,telephone,346,5,999,nonexistent,no,24/05/2009
49384,telephone,19,9,999,nonexistent,no,07/05/2008
22721,telephone,117,4,999,nonexistent,no,27/06/2008
59760,telephone,52,2,999,nonexistent,no,18/05/2008
48271,telephone,55,2,999,nonexistent,no,03/06/2008
83746,cellular,829,1,999,nonexistent,no,28/04/2009
26472,cellular,11,7,999,nonexistent,no,28/11/2008
27021,cellular,397,1,999,nonexistent,no,06/07/2008
82121,telephone,182,1,999,nonexistent,no,23/05/2008
68679,cellular,795,6,999,failure,no,07/05/2009
36309,telephone,257,2,999,nonexistent,no,12/05/2008
93276,telephone,21,2,999,nonexistent,no,09/05/2009
8564,cellular,360,3,999,nonexistent,no,24/07/2008
92502,cellular,231,3,999,nonexistent,no,13/08/2008
83373,cellular,202,3,999,failure,no,06/05/2009
21634,telephone,267,1,999,nonexistent,no,10/05/2008
95072,telephone,289,1,999,nonexistent,no,28/05/2008
56497,telephone,43,1,999,failure,no,02/05/2009
52327,cellular,49,1,999,failure,no,20/05/2009
50569,cellular,60,8,999,nonexistent,no,23/07/2008
54259,cellular,91,1,999,nonexistent,no,30/05/2009
36272,cellular,178,2,999,nonexistent,no,26/04/2009
76876,cellular,30,4,999,nonexistent,no,03/08/2008
33420,telephone,53,1,999,nonexistent,no,04/11/2008
75876,telephone,287,1,999,nonexistent,no,26/05/2008
91889,cellular,158,1,999,nonexistent,no,22/05/2009
37995,telephone,107,1,2,success,no,18/04/2009
72332,cellular,130,1,999,nonexistent,no,14/10/2009
18826,cellular,372,1,999,nonexistent,no,15/08/2008
29254,cellular,69,4,999,nonexistent,no,25/07/2008
41733,cellular,134,3,999,nonexistent,no,11/08/2008
67658,cellular,196,1,999,nonexistent,no,10/11/2008
55191,telephone,47,1,999,nonexistent,no,22/05/2009
29885,cellular,148,2,999,nonexistent,no,14/07/2008
30910,telephone,230,4,999,failure,no,12/05/2009
83341,cellular,9,17,999,nonexistent,no,06/07/2008
31419,cellular,597,1,999,nonexistent,yes,11/05/2009
10211,cellular,203,1,3,success,yes,22/08/2010
21259,cellular,62,3,999,nonexistent,no,08/07/2008
27173,telephone,113,3,999,nonexistent,no,28/06/2008
26688,telephone,164,1,999,nonexistent,no,18/06/2008
1596,telephone,153,1,999,nonexistent,no,22/05/2008
91465,telephone,524,2,999,nonexistent,no,17/05/2008
79749,telephone,187,1,999,nonexistent,no,16/05/2008
50953,cellular,306,1,6,success,yes,14/05/2010
34826,cellular,97,2,999,nonexistent,no,26/07/2008
93146,telephone,483,3,999,nonexistent,yes,24/05/2008
26586,cellular,78,1,999,nonexistent,no,15/08/2008
39067,telephone,112,1,999,nonexistent,no,09/06/2008
70474,cellular,386,3,6,success,yes,16/09/2010
56863,cellular,86,3,999,nonexistent,no,12/05/2009
44684,cellular,44,2,999,nonexistent,no,22/05/2009
36766,telephone,290,4,999,nonexistent,no,02/05/2008
2166,cellular,111,4,999,nonexistent,no,12/07/2008
33796,telephone,111,4,999,nonexistent,no,22/05/2008
50463,cellular,137,1,999,failure,no,26/04/2009
6549,cellular,176,1,999,failure,no,19/08/2010
9322,telephone,248,3,999,nonexistent,no,30/05/2008
15756,telephone,34,1,999,nonexistent,no,20/05/2008
78167,cellular,136,3,3,success,no,13/06/2009
53261,cellular,387,10,999,nonexistent,no,28/05/2009
92494,telephone,919,1,999,nonexistent,no,12/06/2008
29990,cellular,131,2,999,nonexistent,no,18/08/2008
88027,cellular,66,2,999,nonexistent,no,03/08/2008
35733,cellular,1721,4,999,nonexistent,yes,26/07/2008
35467,cellular,305,1,999,nonexistent,no,09/05/2009
92548,cellular,310,2,999,nonexistent,no,16/05/2009
40375,telephone,604,1,999,nonexistent,no,25/05/2008
79854,telephone,210,1,999,nonexistent,no,07/05/2008
15499,cellular,189,1,999,nonexistent,no,14/08/2008
28702,cellular,788,2,999,nonexistent,no,03/05/2009
43084,cellular,75,1,999,nonexistent,no,10/07/2008
22217,cellular,264,1,999,nonexistent,no,21/06/2009
24324,cellular,57,1,999,nonexistent,no,29/05/2009
64812,telephone,270,1,999,nonexistent,no,21/11/2008
56024,cellular,419,3,999,nonexistent,no,01/08/2008
42488,cellular,107,10,999,nonexistent,no,13/07/2008
62181,cellular,1226,2,999,nonexistent,no,02/07/2008
21114,cellular,212,3,999,nonexistent,no,24/07/2008
10057,telephone,141,2,999,nonexistent,no,09/05/2008
46041,cellular,95,1,999,nonexistent,no,03/07/2008
30612,cellular,111,8,999,nonexistent,no,22/07/2008
16036,cellular,237,1,999,failure,no,25/11/2009
37890,cellular,781,1,999,nonexistent,no,04/08/2008
30379,cellular,120,1,999,nonexistent,no,09/11/2008
26623,telephone,248,1,999,nonexistent,no,08/06/2008
61122,cellular,70,1,999,nonexistent,no,07/08/2008
23199,telephone,471,3,999,nonexistent,no,19/07/2008
93829,cellular,139,2,999,nonexistent,no,27/08/2008
28795,cellular,60,24,999,nonexistent,no,04/07/2008
41173,cellular,124,1,999,nonexistent,no,17/06/2010
68057,telephone,500,3,999,nonexistent,no,18/05/2008
20126,telephone,11,6,999,nonexistent,no,27/05/2009
69509,cellular,136,1,999,nonexistent,no,23/06/2009
92204,cellular,114,2,999,nonexistent,no,15/07/2008
73435,cellular,73,2,999,nonexistent,no,17/04/2009
3031,telephone,169,1,999,nonexistent,no,08/06/2008
24801,cellular,165,4,999,failure,no,29/05/2009
73583,telephone,200,1,999,nonexistent,no,06/05/2008
37216,telephone,83,11,999,nonexistent,no,05/06/2008
80094,telephone,802,3,999,nonexistent,no,26/06/2008
28289,cellular,20,27,999,nonexistent,no,05/07/2008
92351,cellular,72,4,999,nonexistent,no,06/04/2009
19783,telephone,125,3,999,nonexistent,no,10/11/2008
71646,cellular,234,2,999,nonexistent,no,09/08/2008
3886,cellular,540,3,9,success,no,01/04/2009
11868,cellular,88,3,999,nonexistent,no,11/08/2008
46014,telephone,119,5,999,nonexistent,no,02/05/2008
38651,telephone,746,1,999,nonexistent,yes,24/05/2008
73171,telephone,87,1,999,nonexistent,no,05/05/2008
33871,cellular,93,2,999,nonexistent,no,30/11/2008
78689,cellular,256,2,7,failure,yes,14/11/2009
34874,telephone,208,2,999,nonexistent,no,29/05/2008
25196,cellular,329,1,999,nonexistent,no,25/07/2008
88184,cellular,91,1,999,failure,no,15/05/2009
38558,cellular,1975,5,999,nonexistent,yes,11/05/2009
47619,cellular,107,2,999,nonexistent,no,20/08/2008
84006,telephone,446,8,999,nonexistent,no,28/11/2009
9078,cellular,905,3,999,nonexistent,no,02/07/2008
80943,cellular,215,3,999,nonexistent,no,21/07/2008
30589,telephone,427,1,999,nonexistent,no,21/05/2008
62025,cellular,116,6,999,nonexistent,no,05/11/2008
35471,cellular,254,1,999,failure,no,05/05/2009
91257,cellular,65,1,999,nonexistent,no,09/05/2009
93487,cellular,86,2,999,nonexistent,no,14/08/2008
70592,telephone,94,4,999,nonexistent,no,02/06/2008
84800,cellular,43,2,999,nonexistent,no,29/07/2008
523,telephone,211,1,999,nonexistent,no,26/07/2008
1455,cellular,85,1,999,nonexistent,no,24/04/2009
36651,telephone,338,2,999,nonexistent,no,16/05/2008
73104,cellular,102,2,999,nonexistent,no,29/12/2009
47640,telephone,60,6,999,nonexistent,no,30/05/2008
90338,telephone,426,1,6,success,yes,02/07/2010
66420,telephone,101,2,999,nonexistent,no,23/05/2008
43923,cellular,508,1,999,nonexistent,no,09/04/2009
23228,cellular,102,4,999,nonexistent,no,16/11/2008
15182,cellular,429,2,999,nonexistent,no,02/05/2009
88205,cellular,250,1,999,nonexistent,no,22/05/2009
20334,cellular,79,1,999,failure,no,02/04/2009
16330,cellular,73,9,999,nonexistent,no,03/08/2008
10121,telephone,578,2,999,nonexistent,no,16/08/2009
37590,telephone,148,1,999,nonexistent,no,29/06/2008
22716,cellular,257,1,999,nonexistent,no,11/05/2009
45820,cellular,88,1,999,nonexistent,no,04/11/2008
31599,cellular,708,2,6,success,yes,12/09/2010
81332,telephone,52,4,999,nonexistent,no,12/06/2008
68744,telephone,68,1,999,nonexistent,no,05/05/2008
55039,cellular,278,8,999,nonexistent,yes,03/03/2009
47842,telephone,378,2,999,nonexistent,no,14/06/2008
62212,cellular,16,10,999,nonexistent,no,08/08/2008
59890,telephone,60,1,999,nonexistent,no,06/07/2008
23760,cellular,608,1,999,failure,yes,25/05/2009
50219,cellular,354,2,999,failure,no,27/11/2008
19743,telephone,196,2,999,nonexistent,no,15/06/2008
63949,cellular,46,4,999,nonexistent,no,16/04/2009
65717,cellular,81,1,999,nonexistent,no,18/11/2008
13955,telephone,197,2,999,nonexistent,no,28/05/2008
32274,cellular,908,1,6,success,yes,04/09/2010
2562,telephone,277,1,999,nonexistent,no,09/05/2008
32142,cellular,238,2,999,failure,no,23/08/2009
26834,telephone,399,1,999,nonexistent,yes,03/11/2008
32161,cellular,249,3,999,nonexistent,no,20/07/2008
96835,telephone,27,1,999,nonexistent,no,24/06/2008
60101,cellular,835,7,999,nonexistent,no,29/04/2010
77656,cellular,135,1,999,failure,no,26/06/2010
90490,cellular,156,1,999,nonexistent,no,03/07/2008
44633,cellular,201,1,999,nonexistent,no,24/05/2009
13249,cellular,354,1,999,nonexistent,no,25/07/2008
37874,cellular,396,3,999,nonexistent,yes,30/05/2009
73108,cellular,487,2,999,nonexistent,no,02/05/2009
18139,telephone,9,28,999,nonexistent,no,01/06/2008
53623,cellular,164,1,999,failure,no,24/10/2009
42951,cellular,204,3,999,nonexistent,no,21/07/2008
11014,cellular,210,2,999,nonexistent,no,19/08/2008
6870,telephone,143,3,999,nonexistent,no,12/05/2008
32649,telephone,461,3,999,nonexistent,no,18/05/2008
42177,cellular,352,1,999,nonexistent,no,22/05/2009
5090,telephone,161,1,999,nonexistent,no,25/05/2008
94413,telephone,199,1,999,nonexistent,no,06/05/2008
86541,telephone,402,3,999,nonexistent,no,26/05/2008
6971,cellular,82,3,999,nonexistent,no,16/05/2009
34424,telephone,368,5,999,nonexistent,no,26/05/2008
83032,cellular,81,4,999,nonexistent,no,22/07/2008
10345,telephone,312,1,999,nonexistent,yes,16/10/2008
70118,telephone,285,2,999,nonexistent,no,27/06/2008
1887,telephone,315,1,999,nonexistent,no,09/05/2008
97294,cellular,92,30,999,nonexistent,no,29/07/2008
54638,telephone,199,6,999,nonexistent,no,05/06/2008
8613,cellular,318,1,999,nonexistent,no,03/07/2008
20594,telephone,183,5,999,nonexistent,no,24/06/2008
73671,cellular,98,1,999,nonexistent,no,30/07/2008
43518,telephone,157,9,999,nonexistent,no,05/06/2008
90318,cellular,150,4,999,nonexistent,no,19/07/2008
5720,telephone,350,3,999,nonexistent,no,02/06/2008
51707,cellular,448,3,999,nonexistent,no,23/08/2008
93852,telephone,446,1,999,nonexistent,no,15/06/2008
53601,cellular,940,10,999,nonexistent,yes,05/08/2008
71868,cellular,519,1,999,nonexistent,no,09/11/2008
38014,telephone,103,2,999,nonexistent,no,12/05/2008
23839,telephone,193,7,999,nonexistent,no,18/07/2008
2368,cellular,135,2,999,nonexistent,no,17/07/2008
59848,cellular,964,1,999,nonexistent,no,26/07/2008
11033,cellular,373,1,999,nonexistent,no,01/08/2008
7938,telephone,260,1,999,nonexistent,no,19/05/2008
69109,cellular,609,6,999,nonexistent,no,26/07/2008
7743,telephone,164,1,999,nonexistent,no,25/05/2008
81299,cellular,475,2,999,nonexistent,yes,08/04/2009
74587,cellular,59,1,999,nonexistent,no,20/07/2008
24070,cellular,54,1,999,failure,no,10/04/2009
58643,telephone,117,1,999,nonexistent,no,21/07/2008
51857,cellular,126,3,999,nonexistent,no,27/08/2008
72397,cellular,296,2,999,nonexistent,no,09/08/2008
